43.75	-0.273999	-0.365379	-0.45676	-0.548141	-0.639521	-0.730902	-0.822283	
44	-0.272445	-0.363307	-0.454169	-0.545031	-0.635893	-0.726755	-0.817617	
44.25	-0.270909	-0.361258	-0.451607	-0.541957	-0.632306	-0.722655	-0.813004	
44.5	-0.26939	-0.359232	-0.449074	-0.538917	-0.628759	-0.718601	-0.808443	
44.75	-0.267888	-0.357229	-0.44657	-0.53591	-0.625251	-0.714592	-0.803932	
45	-0.266403	-0.355248	-0.444093	-0.532938	-0.621782	-0.710627	-0.799472	
45.25	-0.264934	-0.353289	-0.441643	-0.529997	-0.618352	-0.706706	-0.795061	
45.5	-0.263481	-0.351351	-0.43922	-0.52709	-0.614959	-0.702829	-0.790698	
45.75	-0.262044	-0.349434	-0.436824	-0.524214	-0.611603	-0.698993	-0.786383	
46	-0.260623	-0.347538	-0.434453	-0.521369	-0.608284	-0.695199	-0.782114	
46.25	-0.259217	-0.345663	-0.432108	-0.518554	-0.605	-0.691446	-0.777892	
46.5	-0.257826	-0.343807	-0.429789	-0.51577	-0.601752	-0.687734	-0.773715	
46.75	-0.256449	-0.341972	-0.427494	-0.513016	-0.598538	-0.68406	-0.769583	
47	-0.255088	-0.340156	-0.425223	-0.510291	-0.595359	-0.680426	-0.765494	
47.25	-0.253741	-0.338359	-0.422977	-0.507595	-0.592213	-0.676831	-0.761449	
47.5	-0.252407	-0.336581	-0.420754	-0.504927	-0.5891	-0.673273	-0.757446	
47.75	-0.251088	-0.334821	-0.418554	-0.502287	-0.586019	-0.669752	-0.753485	
48	-0.249783	-0.33308	-0.416377	-0.499674	-0.582971	-0.666268	-0.749565	
48.25	-0.248491	-0.331357	-0.414222	-0.497088	-0.579954	-0.66282	-0.745686	
48.5	-0.247212	-0.329651	-0.41209	-0.494529	-0.576968	-0.659407	-0.741846	
48.75	-0.245947	-0.327963	-0.40998	-0.491996	-0.574013	-0.65603	-0.738046	
49	-0.244694	-0.326292	-0.407891	-0.489489	-0.571088	-0.652687	-0.734285	
49.25	-0.243454	-0.324638	-0.405823	-0.487008	-0.568193	-0.649377	-0.730562	
49.5	-0.242226	-0.323001	-0.403776	-0.484551	-0.565326	-0.646101	-0.726876	
49.75	-0.241011	-0.32138	-0.40175	-0.482119	-0.562489	-0.642858	-0.723228	
50	-0.239808	-0.319776	-0.399744	-0.479712	-0.559679	-0.639647	-0.719615	
